item,itemLabel,startDate,endDate
Q7155285,Paulo Renato Souza,1995-01-01,2003-01-01
Q1789919,Cristovam Buarque,2003-01-01,2004-01-27
Q3515818,Tarso Genro,2004-01-27,2005-07-29
Q3069485,Fernando Haddad,2005-07-29,2011-01-01
Q3069485,Fernando Haddad,2011-01-01,2012-01-23
Q3820720,Aloizio Mercadante,2012-01-24,2014-02-02
Q16337689,José Henrique Paim,2014-02-03,2015-01-01
Q5119489,Cid Gomes,2015-01-01,2015-03-18
Q10320688,Luiz Cláudio Costa,2015-03-18,2015-04-06
Q7312649,Renato Janine Ribeiro,2015-04-06,2015-10-01
Q3820720,Aloizio Mercadante,2015-10-02,2016-05-12
Q9031519,Mendonça Filho,2016-05-12,2018-04-06
Q51882584,Rossieli Soares,2018-04-06,2018-12-31
Q59123716,Ricardo Vélez Rodríguez,2019-01-01,2019-04-08
Q63039824,Abraham Weintraub,2019-04-09,2020-06-19
Q97161166,Milton Ribeiro,2020-07-16,2022-03-28
Q111433242,Victor Godoy Veiga,2022-03-29,
